StationCode,SampleID,FinalID,BAResult
SMC00480,SMC0048020095131,Neoplasta,1
SMC00480,SMC0048020095131,Neotrichia,5
SMC00480,SMC0048020095131,Ochrotrichia,7
SMC00480,SMC0048020095131,Oligochaeta,4
SMC00480,SMC0048020095131,Optioservus,1
SMC00480,SMC0048020095131,Ordobrevia,2
SMC00480,SMC0048020095131,Orthocladius Complex,1
SMC00480,SMC0048020095131,Pagastia,1
SMC00480,SMC0048020095131,Parametriocnemus,2
SMC00480,SMC0048020095131,Physa,3
SMC00480,SMC0048020095131,Polypedilum,25
SMC00480,SMC0048020095131,Rheotanytarsus,3
SMC00480,SMC0048020095131,Rheotanytarsus,42
SMC00480,SMC0048020095131,Rhyacophila,2
SMC00480,SMC0048020095131,Serratella,23
SMC00480,SMC0048020095131,Simulium,1
SMC00480,SMC0048020095131,Simulium,16
SMC00480,SMC0048020095131,Sperchon,2
SMC00480,SMC0048020095131,Stempellinella,3
SMC00480,SMC0048020095131,Tanytarsus,5
SMC00480,SMC0048020095131,Thienemanniella,7
SMC00480,SMC0048020095131,Thienemannimyia group,1
SMC00480,SMC0048020095131,Tinodes,3
SMC00480,SMC0048020095131,Tipulidae,1
SMC00480,SMC0048020095131,Torrenticola,3
SMC00480,SMC0048020095131,Tricorythodes,28
SMC00480,SMC0048020095131,Turbellaria,8
SMC00480,SMC0048020095131,Wormaldia,12
SMC00480,SMC0048020095131,Zaitzevia,1
SMC00480,SMC0048020095132,Agapetus,15
SMC00480,SMC0048020095132,Baetis,140
SMC00480,SMC0048020095132,Blepharicera,2
SMC00480,SMC0048020095132,Calineuria californica,1
SMC00480,SMC0048020095132,Caloparyphus/ Euparyphus,3
SMC00480,SMC0048020095132,Chironomidae,1
SMC00480,SMC0048020095132,Corynoneura,2
SMC00480,SMC0048020095132,Cricotopus,8
SMC00480,SMC0048020095132,Drunella,7
SMC00480,SMC0048020095132,Epeorus,31
SMC00480,SMC0048020095132,Eukiefferiella,32
SMC00480,SMC0048020095132,Euparyphus,5
SMC00480,SMC0048020095132,Glossosoma,1
SMC00480,SMC0048020095132,Helicopsyche,42
SMC00480,SMC0048020095132,Hemerodromia,5
SMC00480,SMC0048020095132,Hemerodromia,7
SMC00480,SMC0048020095132,Hydropsyche,18
SMC00480,SMC0048020095132,Isoperla,4
SMC00480,SMC0048020095132,Lebertia,9
SMC00480,SMC0048020095132,Lepidostoma,2
SMC00480,SMC0048020095132,Malenka,1
SMC00480,SMC0048020095132,Maruina lanceolata,5
SMC00480,SMC0048020095132,Narpus,1
SMC00480,SMC0048020095132,Neophylax,1
SMC00480,SMC0048020095132,Ochrotrichia,4
SMC00480,SMC0048020095132,Oligochaeta,10
SMC00480,SMC0048020095132,Ordobrevia,2
SMC00480,SMC0048020095132,Pericoma/ Telmatoscopus,1
SMC00480,SMC0048020095132,Physa,3
SMC00480,SMC0048020095132,Polypedilum,25
SMC00480,SMC0048020095132,Probezzia,1
SMC00480,SMC0048020095132,Prostoma,1
SMC00480,SMC0048020095132,Protzia,1
SMC00480,SMC0048020095132,Rheotanytarsus,1
SMC00480,SMC0048020095132,Rheotanytarsus,47
SMC00480,SMC0048020095132,Rhyacophila,5
SMC00480,SMC0048020095132,Serratella,17
SMC00480,SMC0048020095132,Simulium,64
SMC00480,SMC0048020095132,Sperchon,7
SMC00480,SMC0048020095132,Stempellinella,1
SMC00480,SMC0048020095132,Stilobezzia,1
SMC00480,SMC0048020095132,Thienemanniella,10
SMC00480,SMC0048020095132,Thienemannimyia group,6
SMC00480,SMC0048020095132,Tinodes,6
SMC00480,SMC0048020095132,Torrenticola,4
SMC00480,SMC0048020095132,Tricorythodes,37
SMC00480,SMC0048020095132,Turbellaria,1
SMC00480,SMC0048020095132,Tvetenia bavarica group,1
SMC00480,SMC0048020095132,Wormaldia,2
SMC00520,SMC0052020095191,Atractides,3
SMC00520,SMC0052020095191,Baetis,63
SMC00520,SMC0052020095191,Bezzia/ Palpomyia,3
SMC00520,SMC0052020095191,Brechmorhoga mendax,12
SMC00520,SMC0052020095191,Caloparyphus/ Euparyphus,17
SMC00520,SMC0052020095191,Cheumatopsyche,15
SMC00520,SMC0052020095191,Coenagrionidae,1
SMC00520,SMC0052020095191,Corynoneura,1
SMC00520,SMC0052020095191,Cricotopus,3
SMC00520,SMC0052020095191,Cricotopus trifascia group ,3
SMC00520,SMC0052020095191,Demicryptochironomus,2
SMC00520,SMC0052020095191,Euparyphus,2
SMC00520,SMC0052020095191,Fallceon quilleri,13
SMC00520,SMC0052020095191,Hemerodromia,2
SMC00520,SMC0052020095191,Hydrobiidae,1
SMC00520,SMC0052020095191,Hydropsyche,63
SMC00520,SMC0052020095191,Hydroptila,4
SMC00520,SMC0052020095191,Micrasema,8
SMC00520,SMC0052020095191,Microtendipes,12
SMC00520,SMC0052020095191,Ochrotrichia,2
SMC00520,SMC0052020095191,Octogomphus specularis,1
SMC00520,SMC0052020095191,Oligochaeta,34
SMC00520,SMC0052020095191,Ostracoda,1
SMC00520,SMC0052020095191,Paracladopelma,1
SMC00520,SMC0052020095191,Parametriocnemus,9
SMC00520,SMC0052020095191,Physa,1
SMC00520,SMC0052020095191,Polypedilum,54
SMC00520,SMC0052020095191,Protzia,3
SMC00520,SMC0052020095191,Rheocricotopus,5
SMC00520,SMC0052020095191,Rheotanytarsus,41
SMC00520,SMC0052020095191,Serratella,10
SMC00520,SMC0052020095191,Simulium,87
SMC00520,SMC0052020095191,Sperchon,4
SMC00520,SMC0052020095191,Thienemannimyia group,8
SMC00520,SMC0052020095191,Tipula,1
SMC00520,SMC0052020095191,Torrenticola,6
SMC00520,SMC0052020095191,Tricorythodes,58
SMC00520,SMC005202010781,Atrichopogon,1
SMC00520,SMC005202010781,Baetidae,1
SMC00520,SMC005202010781,Baetis adonis,204
SMC00520,SMC005202010781,Callibaetis,1
SMC00520,SMC005202010781,Caloparyphus/ Euparyphus,2
SMC00520,SMC005202010781,Cryptochironomus,1
SMC00520,SMC005202010781,Dasyhelea,10
SMC00520,SMC005202010781,Eukiefferiella,5
SMC00520,SMC005202010781,Hydropsyche,3
SMC00520,SMC005202010781,Hydroptila,2
SMC00520,SMC005202010781,Hydroptilidae,1
SMC00520,SMC005202010781,Micropsectra,1
SMC00520,SMC005202010781,Optioservus,1
SMC00520,SMC005202010781,Paltothemis lineatipes,1
SMC00520,SMC005202010781,Parametriocnemus,1
SMC00520,SMC005202010781,Parametriocnemus,5
SMC00520,SMC005202010781,Pericoma/ Telmatoscopus,1
SMC00520,SMC005202010781,Polypedilum,4
SMC00520,SMC005202010781,Simulium,121
SMC00520,SMC005202010781,Sperchon,1
SMC00520,SMC005202010781,Tipulidae,1
SMC00520,SMC005202010781,Tvetenia bavarica group,2
SMC00520,SMC005202011851,Baetis,52
SMC00520,SMC005202011851,Baetis adonis,174
SMC00520,SMC005202011851,Cricotopus,3
SMC00520,SMC005202011851,Cricotopus,4
SMC00520,SMC005202011851,Cricotopus trifascia group,8
SMC00520,SMC005202011851,Eukiefferiella,2
SMC00520,SMC005202011851,Eukiefferiella,28
SMC00520,SMC005202011851,Fallceon quilleri,24
SMC00520,SMC005202011851,Hemerodromia,3
SMC00520,SMC005202011851,Hydropsyche,64
SMC00520,SMC005202011851,Hydroptila,12
SMC00520,SMC005202011851,Pentaneura,1
SMC00520,SMC005202011851,Physa,1
SMC00520,SMC005202011851,Polypedilum,4
SMC00520,SMC005202011851,Rheotanytarsus,4
SMC00520,SMC005202011851,Serratella,1
SMC00520,SMC005202011851,Simulium argus,1
SMC00520,SMC005202011851,Simulium hippovorum,11
SMC00520,SMC005202011851,Simulium hippovorum,198
SMC00520,SMC005202011851,Sperchon,3
SMC00531,SMC0053120095181,Apedilum,14
SMC00531,SMC0053120095181,Baetis,25
SMC00531,SMC0053120095181,Caloparyphus/ Euparyphus,15
SMC00531,SMC0053120095181,Chironomidae,1
SMC00531,SMC0053120095181,Chironomus,10
SMC00531,SMC0053120095181,Corynoneura,1
SMC00531,SMC0053120095181,Cricotopus,25
SMC00531,SMC0053120095181,Cricotopus,3
SMC00531,SMC0053120095181,Ephydridae,1
SMC00531,SMC0053120095181,Eukiefferiella,10
SMC00531,SMC0053120095181,Micropsectra,86
SMC00531,SMC0053120095181,Oligochaeta,31
SMC00531,SMC0053120095181,Ostracoda,288
SMC00531,SMC0053120095181,Pericoma/ Telmatoscopus,1
SMC00531,SMC0053120095181,Planariidae,20
SMC00531,SMC0053120095181,Pseudochironomus,3
SMC00531,SMC0053120095181,Simulium,58
SMC00531,SMC0053120095181,Tanytarsus,2
SMC00544,SMC0054420116221,Agapetus,4
SMC00544,SMC0054420116221,Atractides,9
SMC00544,SMC0054420116221,Baetis ,58
SMC00544,SMC0054420116221,Baetis adonis,35
SMC00544,SMC0054420116221,Baetis tricaudatus,1
SMC00544,SMC0054420116221,Brillia,87
SMC00544,SMC0054420116221,Clinocera,1
SMC00544,SMC0054420116221,Corynoneura,16
SMC00544,SMC0054420116221,Dixa,1
SMC00544,SMC0054420116221,Eukiefferiella,17
SMC00544,SMC0054420116221,Glossosomatidae,5
SMC00544,SMC0054420116221,Heleniella,1
SMC00544,SMC0054420116221,Hydropsyche,25
SMC00544,SMC0054420116221,Hydroptila,2
SMC00544,SMC0054420116221,Hydroptilidae,2
SMC00544,SMC0054420116221,Lepidostoma,30
SMC00544,SMC0054420116221,Limnophyes,4
SMC00544,SMC0054420116221,Limonia,1
SMC00544,SMC0054420116221,Malenka,41
SMC00544,SMC0054420116221,Micropsectra,13
SMC00544,SMC0054420116221,Muscidae,1
SMC00544,SMC0054420116221,Nemouridae,8
SMC00544,SMC0054420116221,Neoplasta,1
SMC00544,SMC0054420116221,Ochrotrichia,4
SMC00544,SMC0054420116221,Oligochaeta,6
SMC00544,SMC0054420116221,Ostracoda,1
SMC00544,SMC0054420116221,Parametriocnemus,25
SMC00544,SMC0054420116221,Parapsyche,1
SMC00544,SMC0054420116221,Pentaneura,5
SMC00544,SMC0054420116221,Pericoma/ Telmatoscopus,1
SMC00544,SMC0054420116221,Polypedilum,39
SMC00544,SMC0054420116221,Rhyacophila,2
SMC00544,SMC0054420116221,Simulium,6
SMC00544,SMC0054420116221,Simulium argus ,1
SMC00544,SMC0054420116221,Simulium canadense,18
SMC00544,SMC0054420116221,Simulium hippovorum,1
SMC00544,SMC0054420116221,Simulium hippovorum,35
SMC00544,SMC0054420116221,Simulium piperi,1
SMC00544,SMC0054420116221,Simulium piperi,42
SMC00544,SMC0054420116221,Sperchon,1
SMC00544,SMC0054420116221,Stempellinella,1
SMC00544,SMC0054420116221,Tanypodinae,1
SMC00544,SMC0054420116221,Tanytarsus,7
SMC00544,SMC0054420116221,Thienemanniella,4
SMC00544,SMC0054420116221,Turbellaria,1
SMC00544,SMC0054420116221,Tvetenia ,2
SMC00544,SMC0054420116221,Tvetenia bavarica group,10
SMC00544,SMC0054420116221,Wormaldia,24
SMC00608,SMC0060820116271,Apedilum,13
SMC00608,SMC0060820116271,Baetis adonis,1
SMC00608,SMC0060820116271,Callibaetis,1
SMC00608,SMC0060820116271,Ceratopogonidae,1
SMC00608,SMC0060820116271,Cricotopus,40
SMC00608,SMC0060820116271,Cricotopus,5
SMC00608,SMC0060820116271,Dasyhelea,7
SMC00608,SMC0060820116271,Dicrotendipes,8
SMC00608,SMC0060820116271,Dicrotendipes,97
SMC00608,SMC0060820116271,Dolichopodidae,1
SMC00608,SMC0060820116271,Eukiefferiella,14
SMC00608,SMC0060820116271,Eukiefferiella,2
SMC00608,SMC0060820116271,Euparyphus,1
SMC00608,SMC0060820116271,Fallceon quilleri,6
SMC00608,SMC0060820116271,Hydroptila,17
SMC00608,SMC0060820116271,Hydroptilidae,5
SMC00608,SMC0060820116271,Lebertia,1
SMC00608,SMC0060820116271,Micropsectra,64
SMC00608,SMC0060820116271,Micropsectra,7
SMC00608,SMC0060820116271,Oligochaeta,1
SMC00608,SMC0060820116271,Orthocladius complex,2
SMC00608,SMC0060820116271,Ostracoda,37
SMC00608,SMC0060820116271,Pseudochironomus,63
SMC00608,SMC0060820116271,Simulium,2
SMC00608,SMC0060820116271,Simulium argus ,5
SMC00608,SMC0060820116271,Simulium argus ,55
SMC00608,SMC0060820116271,Sperchon,2
SMC00608,SMC0060820116271,Tanytarsus,38
SMC00608,SMC0060820116271,Tanytarsus limneticus,1
SMC00608,SMC0060820116271,Thienemannimyia group,32
SMC00608,SMC0060820116271,Tricorythodes explicatus,1
SMC00632,SMC0063220116131,Apedilum,1
SMC00632,SMC0063220116131,Apedilum,6
SMC00632,SMC0063220116131,Ceratopogonidae,4
SMC00632,SMC0063220116131,Chironomus,4
SMC00632,SMC0063220116131,Cricotopus,4
SMC00632,SMC0063220116131,Cricotopus,72
SMC00632,SMC0063220116131,Culicoides,1
SMC00632,SMC0063220116131,Dasyhelea,5
SMC00632,SMC0063220116131,Eukiefferiella,4
SMC00632,SMC0063220116131,Limnophyes,18
SMC00632,SMC0063220116131,Limnophyes,2
SMC00632,SMC0063220116131,Limoniinae,1
SMC00632,SMC0063220116131,Micropsectra,16
SMC00632,SMC0063220116131,Oligochaeta,52
SMC00632,SMC0063220116131,Ostracoda,381
SMC00632,SMC0063220116131,Pentaneura,2
SMC00632,SMC0063220116131,Pericoma/ Telmatoscopus,3
SMC00632,SMC0063220116131,Physa,14
SMC00632,SMC0063220116131,Polypedilum,1
SMC00632,SMC0063220116131,Polypedilum,2
SMC00632,SMC0063220116131,Psychoda,1
SMC00632,SMC0063220116131,Turbellaria,5
SMC00632,SMC0063220116132,Alotanypus,2
SMC00632,SMC0063220116132,Apedilum,8
SMC00632,SMC0063220116132,Bezzia/ Palpomyia,3
SMC00632,SMC0063220116132,Chironomus,3
SMC00632,SMC0063220116132,Cricotopus,11
SMC00632,SMC0063220116132,Cricotopus,95
SMC00632,SMC0063220116132,Cricotopus bicinctus group,1
SMC00632,SMC0063220116132,Culicoides,2
SMC00632,SMC0063220116132,Dasyhelea,6
SMC00632,SMC0063220116132,Eukiefferiella,22
SMC00632,SMC0063220116132,Hydrobiidae,1
SMC00632,SMC0063220116132,Limnophyes,15
SMC00632,SMC0063220116132,Micropsectra,25
SMC00632,SMC0063220116132,Odontomyia,1
SMC00632,SMC0063220116132,Oligochaeta,111
SMC00632,SMC0063220116132,Ostracoda,204
SMC00632,SMC0063220116132,Pentaneura,3
SMC00632,SMC0063220116132,Physa,20
SMC00632,SMC0063220116132,Psychoda,3
SMC00632,SMC0063220116132,Psychodidae,1
SMC00632,SMC0063220116132,Sciomyzidae,1
SMC00632,SMC0063220116132,Tanytarsus,8
SMC00632,SMC0063220116132,Turbellaria,11
SMC00670,SMC0067020095211,Apedilum,28
SMC00670,SMC0067020095211,Baetis,26
SMC00670,SMC0067020095211,Brillia,1
SMC00670,SMC0067020095211,Brillia,6
SMC00670,SMC0067020095211,Caloparyphus/ Euparyphus,8
SMC00670,SMC0067020095211,Cricotopus,8
SMC00670,SMC0067020095211,Eukiefferiella,3
SMC00670,SMC0067020095211,Eukiefferiella,7
SMC00670,SMC0067020095211,Euparyphus,2
SMC00670,SMC0067020095211,Fallceon,22
SMC00670,SMC0067020095211,Hyalella,84
SMC00670,SMC0067020095211,Hydroptila,49
SMC00670,SMC0067020095211,Limnophyes,1
SMC00670,SMC0067020095211,Microtendipes,1
SMC00670,SMC0067020095211,Oligochaeta,12
SMC00670,SMC0067020095211,Ostracoda,314
SMC00670,SMC0067020095211,Parametriocnemus,1
SMC00670,SMC0067020095211,Pentaneura,5
SMC00670,SMC0067020095211,Physa,3
SMC00670,SMC0067020095211,Planariidae,24
SMC00670,SMC0067020095211,Polypedilum,3
SMC00670,SMC0067020095211,Pseudochironomus,1
SMC00670,SMC0067020095211,Rheocricotopus,11
SMC00670,SMC0067020095211,Sanfilippodytes,2
SMC00670,SMC0067020095211,Simulium,6
SMC00670,SMC0067020095211,Thienemannimyia,3
SMC00670,SMC0067020095211,Tricorythodes,2
SMC00684,SMC0068420116271,Ceratopogonidae,8
SMC00684,SMC0068420116271,Cricotopus,425
SMC00684,SMC0068420116271,Cricotopus,69
SMC00684,SMC0068420116271,Dasyhelea,3
SMC00684,SMC0068420116271,Dicrotendipes,1
SMC00684,SMC0068420116271,Dicrotendipes,7
SMC00684,SMC0068420116271,Eukiefferiella,1
SMC00684,SMC0068420116271,Oligochaeta,2
SMC00684,SMC0068420116271,Physa,1
SMC00684,SMC0068420116271,Pseudochironomus,3
SMC00684,SMC0068420116271,Simulium,14
SMC00684,SMC0068420116271,Simulium,7
SMC00684,SMC0068420116271,Simulium argus,54
SMC00684,SMC0068420116271,Simulium argus,6
SMC00684,SMC0068420116271,Tanytarsus,1
SMC00686,SMC0068620116271,Alotanypus,5
SMC00686,SMC0068620116271,Apedilum,4
SMC00686,SMC0068620116271,Cricotopus,2
SMC00686,SMC0068620116271,Dicrotendipes,7
SMC00686,SMC0068620116271,Oligochaeta,2
SMC00686,SMC0068620116271,Ostracoda,513
SMC00686,SMC0068620116271,Pentaneura,11
SMC00686,SMC0068620116271,Pisidium,2
SMC00686,SMC0068620116271,Pseudochironomus,1
SMC00686,SMC0068620116271,Sperchon,2
SMC00686,SMC0068620116271,Turbellaria,46
SMC00693,SMC0069320105311,Argia,30
SMC00693,SMC0069320105311,Atractides,4
SMC00693,SMC0069320105311,Baetis,20
SMC00693,SMC0069320105311,Baetis adonis,67
SMC00693,SMC0069320105311,Bezzia/ Palpomyia,6
SMC00693,SMC0069320105311,Brillia,1
SMC00693,SMC0069320105311,Brillia,28
SMC00693,SMC0069320105311,Cordulegaster dorsalis,1
SMC00693,SMC0069320105311,Corynoneura,2
SMC00693,SMC0069320105311,Dixa,5
SMC00693,SMC0069320105311,Eukiefferiella,10
SMC00693,SMC0069320105311,Hetaerina americana,1
SMC00693,SMC0069320105311,Heterelmis,8
SMC00693,SMC0069320105311,Hydra,7
SMC00693,SMC0069320105311,Hydropsyche,46
SMC00693,SMC0069320105311,Hydropsychidae,1
SMC00693,SMC0069320105311,Hydroptila,3
SMC00693,SMC0069320105311,Limonia,1
SMC00693,SMC0069320105311,Malenka,1
SMC00693,SMC0069320105311,Meringodixa chalonensis,4
SMC00693,SMC0069320105311,Micropsectra,4
SMC00693,SMC0069320105311,Nectopsyche,2
SMC00693,SMC0069320105311,Neoplasta,6
SMC00693,SMC0069320105311,Ochthebius,2
SMC00693,SMC0069320105311,Oligochaeta,7
SMC00693,SMC0069320105311,Ostracoda,1
SMC00693,SMC0069320105311,Parametriocnemus,65
SMC00693,SMC0069320105311,Pentaneura,1
SMC00693,SMC0069320105311,Pericoma/ Telmatoscopus,2
SMC00693,SMC0069320105311,Physa,8
SMC00693,SMC0069320105311,Polypedilum,1
SMC00693,SMC0069320105311,Rheocricotopus,7
SMC00693,SMC0069320105311,Rheotanytarsus,2
SMC00693,SMC0069320105311,Rheotanytarsus,8
SMC00693,SMC0069320105311,Simulium,411
SMC00693,SMC0069320105311,Sperchon,4
SMC00693,SMC0069320105311,Tipula,5
SMC00693,SMC0069320105311,Turbellaria,4
SMC00693,SMC0069320105311,Tvetenia,2
SMC00693,SMC0069320105311,Tvetenia bavarica group,58
SMC00693,SMC0069320105312,Alotanypus,2
SMC00693,SMC0069320105312,Argia,30
SMC00693,SMC0069320105312,Atractides,1
SMC00693,SMC0069320105312,Baetis,14
SMC00693,SMC0069320105312,Baetis adonis,47
SMC00693,SMC0069320105312,Belostomatidae,1
SMC00693,SMC0069320105312,Brillia,33
SMC00693,SMC0069320105312,Caloparyphus/ Euparyphus,1
SMC00693,SMC0069320105312,Chironomidae,1
SMC00693,SMC0069320105312,Corynoneura,1
SMC00693,SMC0069320105312,Dixa,14
SMC00693,SMC0069320105312,Empididae,2
SMC00693,SMC0069320105312,Eukiefferiella,8
SMC00693,SMC0069320105312,Heleniella,1
SMC00693,SMC0069320105312,Helichus suturalis,1
SMC00693,SMC0069320105312,Heterelmis,7
SMC00693,SMC0069320105312,Hydropsyche,42
SMC00693,SMC0069320105312,Hydroptila,3
SMC00693,SMC0069320105312,Lepidostoma,3
SMC00693,SMC0069320105312,Limonia,1
SMC00693,SMC0069320105312,Malenka,5
SMC00693,SMC0069320105312,Meringodixa chalonensis,12
SMC00693,SMC0069320105312,Micropsectra,4
SMC00693,SMC0069320105312,Muscidae,2
SMC00693,SMC0069320105312,Nectopsyche,1
SMC00693,SMC0069320105312,Neoplasta,5
SMC00693,SMC0069320105312,Oligochaeta,9
SMC00693,SMC0069320105312,Parametriocnemus,72
SMC00693,SMC0069320105312,Paraphaenocladius,1
SMC00693,SMC0069320105312,Peltodytes,2
SMC00693,SMC0069320105312,Pentaneura,4
SMC00693,SMC0069320105312,Physa,16
SMC00693,SMC0069320105312,Polypedilum,2
SMC00693,SMC0069320105312,Rheocricotopus,7
SMC00693,SMC0069320105312,Rheotanytarsus,10
SMC00693,SMC0069320105312,Simulium,219
SMC00693,SMC0069320105312,Sperchon,1
SMC00693,SMC0069320105312,Tipula,1
SMC00693,SMC0069320105312,Turbellaria,6
SMC00693,SMC0069320105312,Tvetenia ,1
SMC00693,SMC0069320105312,Tvetenia bavarica group,35
SMC00693,SMC0069320105312,Wormaldia,1
SMC00702,SMC0070220117191,Caloparyphus/ Euparyphus,14
SMC00702,SMC0070220117191,Cricotopus,2
SMC00702,SMC0070220117191,Dasyhelea,1
SMC00702,SMC0070220117191,Dicrotendipes,15
SMC00702,SMC0070220117191,Euparyphus,1
SMC00702,SMC0070220117191,Fallceon,15
SMC00702,SMC0070220117191,Hyalella,156
SMC00702,SMC0070220117191,Hydroptila,6
SMC00702,SMC0070220117191,Ostracoda,387
SMC00702,SMC0070220117191,Pentaneura,1
SMC00702,SMC0070220117191,Polypedilum,2
SMC00702,SMC0070220117191,Pseudochironomus,5
SMC00702,SMC0070220117191,Tanytarsus,2
SMC00702,SMC0070220117191,Thienemannimyia group,1
SMC00702,SMC0070220117191,Turbellaria,2
SMC00710,SMC0071020095191,Alotanypus,2
SMC00710,SMC0071020095191,Anacaena ,1
SMC00710,SMC0071020095191,Apedilum,5
SMC00710,SMC0071020095191,Argia,7
SMC00710,SMC0071020095191,Baetis,4
SMC00710,SMC0071020095191,Baetis adonis,25
SMC00710,SMC0071020095191,Cambaridae,4
SMC00710,SMC0071020095191,Chironomidae ,1
SMC00710,SMC0071020095191,Chironomus,1
SMC00710,SMC0071020095191,Corynoneura,6
SMC00710,SMC0071020095191,Cricotopus bicinctus group,1
SMC00710,SMC0071020095191,Dolichopodidae,1
SMC00710,SMC0071020095191,Hyalella,7
SMC00710,SMC0071020095191,Labrundinia,5
SMC00710,SMC0071020095191,Micropsectra ,2
SMC00710,SMC0071020095191,Micropsectra,36
SMC00710,SMC0071020095191,Muscidae,1
SMC00710,SMC0071020095191,Oligochaeta,7
SMC00710,SMC0071020095191,Ostracoda,421
SMC00710,SMC0071020095191,Paracladopelma,1
SMC00710,SMC0071020095191,Parametriocnemus,19
SMC00710,SMC0071020095191,Paratanytarsus,3
SMC00710,SMC0071020095191,Pentaneura,3
SMC00710,SMC0071020095191,Physa,4
SMC00710,SMC0071020095191,Simulium,26
SMC00710,SMC0071020095191,Tanytarsus,4
SMC00710,SMC0071020095191,Turbellaria,1
SMC00729,SMC007292009631,Argia,1
SMC00729,SMC007292009631,Baetis,5
SMC00729,SMC007292009631,Baetis adonis,94
SMC00729,SMC007292009631,Chironomus,7
SMC00729,SMC007292009631,Corbicula,2
SMC00729,SMC007292009631,Corixidae,3
SMC00729,SMC007292009631,Corynoneura,2
SMC00729,SMC007292009631,Cricotopus,1
SMC00729,SMC007292009631,Eukiefferiella,4
SMC00729,SMC007292009631,Fallceon quilleri,8
SMC00729,SMC007292009631,Ferrissia,2
SMC00729,SMC007292009631,Hyalella,181
SMC00729,SMC007292009631,Hydroptila,3
SMC00729,SMC007292009631,Labrundinia,1
SMC00729,SMC007292009631,Micropsectra,9
SMC00729,SMC007292009631,Mooreobdella,1
SMC00729,SMC007292009631,Muscidae,1
SMC00729,SMC007292009631,Oligochaeta,83
SMC00729,SMC007292009631,Ostracoda,9
SMC00729,SMC007292009631,Paraphaenocladius,1
SMC00729,SMC007292009631,Pentaneura,11
SMC00729,SMC007292009631,Pericoma/ Telmatoscopus,3
SMC00729,SMC007292009631,Physa,1
SMC00729,SMC007292009631,Polypedilum,1
SMC00729,SMC007292009631,Prostoma,6
SMC00729,SMC007292009631,Rheocricotopus,1
SMC00729,SMC007292009631,Simulium,198
SMC00729,SMC007292009631,Tipula,2
SMC00729,SMC007292009631,Turbellaria,1
SMC00748,SMC0074820116211,Ceratopogonidae,1
SMC00748,SMC0074820116211,Chironomus,12
SMC00748,SMC0074820116211,Cricotopus,106
SMC00748,SMC0074820116211,Cricotopus,413
SMC00748,SMC0074820116211,Dicrotendipes,46
SMC00748,SMC0074820116211,Eukiefferiella,7
SMC00748,SMC0074820116211,Orthocladius complex,3
SMC00748,SMC0074820116211,Procladius,1
SMC00748,SMC0074820116211,Tanytarsus,14
SMC00756,SMC0075620096231,Baetis adonis,12
SMC00756,SMC0075620096231,Chironomus,14
SMC00756,SMC0075620096231,Corixidae,1
SMC00756,SMC0075620096231,Cricotopus ,12
SMC00756,SMC0075620096231,Cricotopus,428
SMC00756,SMC0075620096231,Cricotopus bicinctus group,10
SMC00756,SMC0075620096231,Culex ,2
SMC00756,SMC0075620096231,Dasyhelea,6
SMC00756,SMC0075620096231,Dicrotendipes,70
SMC00756,SMC0075620096231,Empididae,1
SMC00756,SMC0075620096231,Fallceon quilleri,23
SMC00756,SMC0075620096231,Hyalella,1
SMC00756,SMC0075620096231,Hydroptila,1
SMC00756,SMC0075620096231,Oligochaeta,7
SMC00756,SMC0075620096231,Ostracoda,5
SMC00756,SMC0075620096231,Physa,2
SMC00756,SMC0075620096231,Simulium,10
SMC00756,SMC0075620096231,Sperchon,1
SMC00756,SMC0075620096231,Thienemannimyia group,7
SMC00766,SMC0076620117111,Corbicula,3
SMC00766,SMC0076620117111,Corixidae,79
SMC00766,SMC0076620117111,Corynoneura,2
SMC00766,SMC0076620117111,Culicoides,2
SMC00766,SMC0076620117111,Hyalella,349
SMC00766,SMC0076620117111,Hydroptila,1
SMC00766,SMC0076620117111,Oligochaeta,2
SMC00766,SMC0076620117111,Ostracoda,126
SMC00766,SMC0076620117111,Pentaneura,2
SMC00766,SMC0076620117111,Physa,1
SMC00766,SMC0076620117111,Polypedilum,15
SMC00766,SMC0076620117111,Probezzia,1
SMC00766,SMC0076620117111,Procambarus clarkii,1
SMC00766,SMC0076620117111,Procladius,3
SMC00766,SMC0076620117111,Rheotanytarsus,3
SMC00766,SMC0076620117111,Tanytarsus,3
SMC00766,SMC0076620117111,Tribelos,1
SMC00766,SMC0076620117111,Turbellaria,1
SMC00766,SMC0076620117112,Alotanypus,4
SMC00766,SMC0076620117112,Bezzia/ Palpomyia,1
SMC00766,SMC0076620117112,Ceratopogonidae,5
SMC00766,SMC0076620117112,Corbicula,5
SMC00766,SMC0076620117112,Corixidae,127
SMC00766,SMC0076620117112,Culicoides,5
SMC00766,SMC0076620117112,Dytiscidae,3
SMC00766,SMC0076620117112,Ferrissia,1
SMC00766,SMC0076620117112,Hyalella,32
SMC00766,SMC0076620117112,Hydroptila,1
SMC00766,SMC0076620117112,Oligochaeta,51
SMC00766,SMC0076620117112,Ostracoda,290
SMC00766,SMC0076620117112,Paraphaenocladius,1
SMC00766,SMC0076620117112,Pentaneura,4
SMC00766,SMC0076620117112,Pericoma/ Telmatoscopus,1
SMC00766,SMC0076620117112,Physa,17
SMC00766,SMC0076620117112,Pisidium,12
SMC00766,SMC0076620117112,Polypedilum,10
SMC00766,SMC0076620117112,Potamopyrgus antipodarum,1
